"REG_MEAS_ID"	"REG_MEAS_TYPE"	"WDID"	"RECEIVED_DATE"	"PROCESSED_DATE"	"TERMINATION_DATE"	"STATUS_CODE_NAME"	"STATUS_DATE"	"REGION"	"COUNTY_CODE"	"FACILITY_NAME"	"PLACE_SIZE"	"PLACE_SIZE_UNIT"	"FACILITY_ADDRESS"	"FACILITY_CITY"	"FACILITY_STATE"	"FACILITY_ZIP"	"FACILITY_COUNTY"	"FACILITY_CONTACT_NAME"	"FACILITY_CONTACT_TITLE"	"FACILITY_CONTACT_PHONE"	"FACILITY_CONTACT_PHONE_EXT"	"FACILITY_CONTACT_EMAIL"	"OPERATOR_NAME"	"OPERATOR_ADDRESS"	"OPERATOR_CITY"	"OPERATOR_STATE"	"OPERATOR_ZIP"	"OPERATOR_CONTACT_NAME"	"OPERATOR_CONTACT_TITLE"	"OPERATOR_CONTACT_PHONE"	"OPERATOR_CONTACT_PHONE_EXT"	"OPERATOR_CONTACT_EMAIL"	"OPERATOR_TYPE"	"DEVELOPER_NAME"	"DEVELOPER_ADDRESS"	"DEVELOPER_CITY"	"DEVELOPER_STATE"	"DEVELOPER_ZIP"	"DEVELOPER_CONTACT_NAME"	"DEVELOPER_CONTACT_TITLE"	"CONSTYPE_LINEAR_UTILITY_IND"	"EMERGENCY_PHONE_NO"	"EMERGENCY_PHONE_EXT"	"CONSTYPE_ABOVE_GROUND_IND"	"CONSTYPE_BELOW_GROUND_IND"	"CONSTYPE_CABLE_LINE_IND"	"CONSTYPE_COMM_LINE_IND"	"CONSTYPE_COMMERTIAL_IND"	"CONSTYPE_ELECTRICAL_LINE_IND"	"CONSTYPE_GAS_LINE_IND"	"CONSTYPE_INDUSTRIAL_IND"	"CONSTYPE_OTHER_DESRIPTION"	"CONSTYPE_OTHER_IND"	"CONSTYPE_RECONS_IND"	"CONSTYPE_RESIDENTIAL_IND"	"CONSTYPE_TRANSPORT_IND"	"CONSTYPE_UTILITY_DESCRIPTION"	"CONSTYPE_UTILITY_IND"	"CONSTYPE_WATER_SEWER_IND"	"DIR_DISCHARGE_USWATER_IND"	"RECEIVING_WATER_NAME"	"CERTIFIER_NAME"	"CERTIFIER_TITLE"	"CERTIFICATION_DATE"	"PRIMARY_SIC"	"SECONDARY_SIC"	"TERTIARY_SIC"	"DateTimeEntered"
456792.00	"Industrial"	"9 33NEC000051"	6/29/2015 0:00:00	7/13/2015 0:00:00		"Active"	7/13/2015 0:00:00	9.00	33.00	"Oak Mountain Winery"	10.00	"Acres"	" 36522 Via Verde"	"Temecula"	"California"	92592.00	"Riverside"	"Valerie Andrews"	"Vice President"	"951-767-2116"		"vandrews@oakmountainwinery.com"	"Oak Mountain Winery"	" 36522 Via Verde"	"Temecula"	"California"	92592.00	"Valerie Andrews"	"Vice President"	"951-767-2116"		"vandrews@oakmountainwinery.com"	"Private Business"		" "		"California"		" "																							"Valerie Andrews"	"Owner"	"23-SEP-16 07.56.51.905000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
458424.00	"Industrial"	"9 33NEC000205"	7/29/2015 0:00:00	7/31/2015 0:00:00		"Active"	7/31/2015 0:00:00	9.00	33.00	"Temecula Hills Winery"	10.00	"Acres"	" 47200 De Portola"	"Temecula"	"California"	92592.00	"Riverside"	"Valerie Andrews"	"Vice President"	"951-767-2116"		"vandrews@oakmountainwinery.com"	"Oak Mountain Winery"	" 36522 Via Verde"	"Temecula"	"California"	92592.00	"Valerie Andrews"	"Vice President"	"951-767-2116"		"vandrews@oakmountainwinery.com"	"Private Business"		" "		"California"		" "																							"Valerie Andrews"	"Owner"	"23-SEP-16 07.58.21.695000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
458197.00	"Industrial"	"9 33NEC000284"	8/4/2015 0:00:00	8/10/2015 0:00:00		"Active"	8/10/2015 0:00:00	9.00	33.00	"EMD Millipore"	4.92	"Acres"	" 28820 Single Oak Drive"	"Temecula"	"California"	92590.00	"Riverside"	"Levi  Mothersell"	"EHS Engineer"	"619-204-8496"		"levi.mothersell@emdmillipore.com"	"EMD Millipore"	" 28820 Single Oak Drive"	"Temecula"	"California"	92590.00	"Levi  Mothersell"	"EHS Engineer"	"619-204-8496"		"levi.mothersell@emdmillipore.com"	"Private Business"		" "		"California"		" "			"619-204-8496"																				"Levi Mothersell"	"EHS Engineer"	"19-AUG-16 12.37.33.670000 PM"	"3826-Laboratory Analytical Instruments"			8/14/2017 12:48:38
457600.00	"Industrial"	"9 33NEC000370"	8/3/2015 0:00:00	8/17/2015 0:00:00		"Active"	8/17/2015 0:00:00	9.00	33.00	"South Coast Winery Resort and Spa"	63.00	"Acres"	" 34843 Rancho California Road"	"Temecula"	"California"	92591.00	"Riverside"	"James A  Carter"		"951-587-9463"		"jac@wineresort.com"	"South Coast Winery Resort and Spa"	" 34843 Rancho California Road"	"Temecula"	"California"	92591.00	"James A  Carter"		"951-587-9463"		"jac@wineresort.com"	"Private Business"		" "		"California"		" "																							"James Carter"	"Owner"	"17-MAR-17 11.35.15.931000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
461136.00	"Industrial"	"9 33NEC000380"	8/14/2015 0:00:00	8/17/2015 0:00:00		"Active"	8/17/2015 0:00:00	9.00	33.00	"Ponte Winery"	9.58	"Acres"	" 35053 Rancho California Road"	"Temecula"	"California"	92591.00	"Riverside"	"Claudio Ponte"		"951-694-8855"		"aalford@pontewinery.com"	"Ponte Winery"	" 35053 Rancho California Road"	"Temecula"	"California"	92591.00	"Claudio Ponte"		"951-694-8855"		"aalford@pontewinery.com"	"Private Business"		" "		"California"		" "																							"David Koerner"	"Facility Manager"	"06-JAN-17 03.36.58.960000 PM"	"2084-Wines, Brandy, and Brandy Spirits"	"2084-Wines, Brandy, and Brandy Spirits"	"2084-Wines, Brandy, and Brandy Spirits"	8/14/2017 12:48:38
460678.00	"Industrial"	"9 33NEC000477"	8/12/2015 0:00:00	8/26/2015 0:00:00		"Active"	8/26/2015 0:00:00	9.00	33.00	"Carter Estate Winery and Resort"	112.00	"Acres"	" 34450 Rancho California Rd"	"Temecula"	"California"	92591.00	"Riverside"	"James A Carter"	"Owner"	"951-491-8089"		"jac@wineresort.com"	"Carter Estate Winery and Resort"	" 34450 Rancho California Rd"	"Temecula"	"California"	92591.00	"James A Carter"	"Owner"	"951-491-8089"		"jac@wineresort.com"	"Private Business"		" "		"California"		" "																							"James Carter"	"Owner"	"17-MAR-17 11.30.45.317000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
460432.00	"Industrial"	"9 33NEC000510"	8/11/2015 0:00:00	9/1/2015 0:00:00		"Active"	9/1/2015 0:00:00	9.00	33.00	"Scotts Miracle Gro Company"	23.00	"Acres"	" 42375 Remington Ave"	"Temecula"	"California"	92590.00	"Riverside"	"Scott Heiling"		"951-719-1764"		"scott.heiling@scotts.com"	"Scotts Miracle Gro Company"	" 42375 Remington Ave"	"Temecula"	"California"	92590.00	"Scott Heiling"		"951-719-1764"		"scott.heiling@scotts.com"	"Private Business"		" "		"California"		" "																							"Scott Heiling"	"Plant Manager"	"31-AUG-16 04.08.57.597000 PM"	"3089-Plastics Products, NEC"			8/14/2017 12:48:38
458185.00	"Industrial"	"9 33NEC000640"	9/9/2015 0:00:00	9/16/2015 0:00:00		"Active"	9/16/2015 0:00:00	9.00	33.00	"Paulson Manufacturing Corporation"	5.00	"Acres"	" 46752 Rainbow Canyon Road"	"Temecula"	"California"	92592.00	"Riverside"	"Roy Paulson"	"President"	"951-676-2451"		"RoyP@paulsonmfg.com"	"Paulson Manufacturing Corporation"	" 46752 Rainbow Canyon Road"	"Temecula"	"California"	92592.00	"Roy Paulson"	"President"	"951-676-2451"		"RoyP@paulsonmfg.com"	"Private Business"		" "		"California"		" "			"951-677-8898"																		"N"	"Temecula Creek, San Luis Rey River"	"Roy Paulson"	"President"	"22-SEP-16 03.38.35.209000 PM"	"3851-Ophthalmic Goods"			8/14/2017 12:48:38
463218.00	"Industrial"	"9 33NEC000680"	9/17/2015 0:00:00	9/21/2015 0:00:00		"Active"	9/21/2015 0:00:00	9.00	33.00	"Ironfire Brewing Company Incorporated"	4696.00	"SqFt"	" 42095 Zevo Drive"	"Temecula"	"California"	92590.00	"Riverside"	"Gregory Webb"	"Vice President"	"951-296-1397"		"greg@ironfirebrewing.com"	"Ironfire Brewing Company Incorporated"	" 42095 Zevo Drive"	"Temecula"	"California"	92590.00	"Gregory Webb"	"Vice President"	"951-296-1397"		"greg@ironfirebrewing.com"	"Private Business"		" "		"California"		" "																							"Gregory Webb"	"Vice President"	"28-SEP-16 03.30.33.296000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:38
463445.00	"Industrial"	"9 33NEC000702"	9/21/2015 0:00:00	9/22/2015 0:00:00		"Active"	9/22/2015 0:00:00	9.00	33.00	"Briar Rose Winery"	15.00	"Acres"	" 41720 Calle Cabrillo"	"Temecula"	"California"	92592.00	"Riverside"	"Dorian Linkogle"	"President"	"951-308-1098"		"DORIAN@BRIARROSEWINERY.COM"	"Briar Rose Winey"	" 41720 Calle Cabrillo"	"Temecula"	"California"	92592.00	"Dorian Linkogle"	"President"	"951-308-1098"		"Dorian@briarrosewinery.com"	"Private Business"		" "		"California"		" "			"925-984-1179"																				"Dorian Linkogle"	"President"	"20-AUG-16 02.33.31.637000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
461962.00	"Industrial"	"9 33NEC000718"	8/31/2015 0:00:00	9/23/2015 0:00:00		"Active"	9/23/2015 0:00:00	9.00	33.00	"RR Donnelley"	6.00	"Acres"	" 40610 County Center Drive"	"Temecula"	"California"	92591.00	"Riverside"	"Nathan Elkins"	"Quality EHS Lead"	"951-506-0434"		"nathan.t.elkins@rrd.com"	"RR Donnelley"	" 40610 County Center Drive"	"Temecula"	"California"	92591.00	"Nathan Elkins"	"Quality EHS Lead"	"951-506-0434"		"nathan.t.elkins@rrd.com"	"Private Business"		" "		"California"		" "																							"Jeff Jewell"	"VP of Operations"	"24-AUG-16 08.23.31.979000 AM"	"2721-Periodicals: Publishing, or Publishing and Printing"			8/14/2017 12:48:37
215818.00	"Industrial"	"9 33NEC000753"	9/28/2015 0:00:00	12/30/1997 0:00:00		"Active"	9/28/2015 0:00:00	9.00	33.00	"Fed Ex HMTA"	2.10	"Acres"	" 27260 Jefferson Ave"	"Temecula"	"California"	92590.00	"Riverside"	"Timothy Jackson Jr"	"Environmental Specialist"	"901-434-8468"		"tjackson4@fedex.com"	"Fed Ex "	" 27260 Jefferson Ave"	"Temecula"	"California"	92590.00	"Timothy Jackson Jr"		"901-434-8468"		"tjackson4@fedex.com"	"Private Business"		" "		"Tennessee"		" "																					"N"	"Tucalota reek"	"Bill Gebhart"	"Manager, EOS"	"11-APR-17 06.45.34.208000 AM"	"4513-Air Courier Services"			8/14/2017 12:48:38
460334.00	"Industrial"	"9 33NEC000771"	9/19/2015 0:00:00	9/28/2015 0:00:00		"Active"	9/28/2015 0:00:00	9.00	33.00	"Biplane Adventures Vindemia Winery"	10.00	"Acres"	" 33133 Vista Del Monte"	"Temecula"	"California"	92591.00	"Riverside"	"David Bradley"		"951-699-0601"		"dlb@californiadreamin.com"	"Biplane Adventures Vindemia Winery"	" 33133 Vista Del Monte"	"Temecula"	"California"	92591.00	"David Bradley"		"951-699-0601"		"dlb@californiadreamin.com"	"Private Business"		" "		"California"		" "																							"David Bradley"	"Owner"	"22-AUG-16 12.41.34.010000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
459753.00	"Industrial"	"9 33NEC000884"	9/28/2015 0:00:00	10/2/2015 0:00:00		"Active"	10/2/2015 0:00:00	9.00	33.00	"callaway winery"	35.00	"Acres"	" 32720 rancho california rd"	"Temecula"	"California"	92591.00	"Riverside"	"peter chang"	"GM"	"951-676-4001"	"202"	"peter_chang@callawaywinery.com"	"Callaway Winery"	" 32720 rancho california rd"	"temecula"	"California"	92591.00	"Peter chang"	"GM"	"951-676-4001"		"peter_chang@callawaywinery.com"	"Private Business"		" "		"California"		" "			"951-760-6144"																				"Matthew Lin"	"owner"	"22-AUG-16 10.07.20.081000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
463861.00	"Industrial"	"9 33NEC000978"	9/30/2015 0:00:00	10/7/2015 0:00:00		"Active"	10/7/2015 0:00:00	9.00	33.00	"Tech Line Coatings Inc"	4400.00	"SqFt"	" 26844 Adams Ave"	"Murrieta"	"California"	92562.00	"Riverside"	"Leonard Warren"	"President"	"865-773-0599"		"leonard@techlinecoatings.com"	"Tech Line Coatings Inc"	" 26844 Adams Ave"	"Murrieta"	"California"	92562.00	"Leonard Warren"	"President"	"865-773-0599"		"leonard@techlinecoatings.com"	"Private Business"		" "		"Tennessee"		" "			"865-773-0599"																		"N"		"Leonard Warren"	"President"	"08-JUN-17 11.04.01.329000 AM"	"2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products"			8/14/2017 12:48:38
463961.00	"Industrial"	"9 33NEC001029"	9/30/2015 0:00:00	10/7/2015 0:00:00		"Active"	10/7/2015 0:00:00	9.00	33.00	"Alexs Red Barn Winery"	2000.00	"SqFt"	" 39820 calle Contento"	"Temecula"	"California"	92591.00	"Riverside"	"M M Yakut"	"President"	"951-693-3201"		"alex@redbarnwine.com"	"Yakut Vineyards"	" 39820 Calle Contento"	"Temecula"	"California"	92591.00	"Mahmoud Yakut"	"President"	"693-320-1951"		"alex@redbarnwine.com"	"Private Business"		" "		"California"		" "																							"Mahmoud Yakut"	"President"	"12-SEP-16 04.12.41.878000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
463396.00	"Industrial"	"9 33NEC001189"	10/2/2015 0:00:00	10/14/2015 0:00:00		"Active"	10/14/2015 0:00:00	9.00	33.00	"Wiens Brewing Company"	5457.00	"SqFt"	" 27941 Diaz Rd Suite A"	"Temecula"	"California"	92590.00	"Riverside"	"David Wiens"		"951-694-9892"		"dave@wienscellars.com"	"Wiens Family Cellars"	" 35055 Via Del Ponte"	"Temecula"	"California"	92592.00	"David Wiens"	"Contact"	"951-694-9892"		"dave@wienscellars.com"	"Private Business"		" "		"California"		" "																							"Jeffrey Wiens"	"General Manager"	"19-AUG-16 04.45.48.692000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:37
460288.00	"Industrial"	"9 33NEC001344"	8/10/2015 0:00:00	10/23/2015 0:00:00		"Active"	10/23/2015 0:00:00	9.00	33.00	"Foot Path Winery"	9600.00	"SqFt"	" 36650 Glenoaks Road"	"Temecula"	"California"	92592.00	"Riverside"	"Deane Foote"		"951-265-9951"		"deanefoote@verizon.net"	"Foote Enterprises LLC"	" 36650 Glenoaks Rd"	"Temecula"	"California"	92592.00	"Deane Foote"		"951-265-9951"		"deanefoote@verizon.net"	"Private Business"		" "		"California"		" "																							"Deane Foote"	"Owner"	"23-SEP-16 11.09.14.221000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
464691.00	"Industrial"	"9 33NEC001361"	9/30/2015 0:00:00	10/26/2015 0:00:00		"Active"	10/26/2015 0:00:00	9.00	33.00	"Garage Brewing Co"	0.85	"Acres"	" 29095 Old Town Front St"	"Temecula"	"California"	92590.00	"Riverside"	"Louis Kashmere"	"Owner"	"951-587-2537"		"main@garagebrewpizza.com"	"Garage Brewing Co"	" 29095 Old Town Front St"	"Temecula"	"California"	92590.00	"Louis Kashmere"	"Owner"	"951-587-2537"		"main@garagebrewpizza.com"	"Private Business"		" "		"California"		" "																							"Louis Kashmere"	"Owner"	"07-SEP-16 10.25.28.325000 AM"	"2082-Malt Beverages"			8/14/2017 12:48:37
464706.00	"Industrial"	"9 33NEC001362"	9/30/2015 0:00:00	10/26/2015 0:00:00		"Active"	10/26/2015 0:00:00	9.00	33.00	"Garage Brewing Production Facility"	10607.00	"SqFt"	" 26015 Jefferson Ave"	"Murrieta"	"California"	92562.00	"Riverside"	"Louis Kashmere"		"951-587-2537"		"main@garagebrewpizza.com"	"Garage Brewing Production Facility"	" 26015 Jefferson Ave"	"Murrieta"	"California"	92562.00	"Louis Kashmere"		"951-587-2537"		"main@garagebrewpizza.com"	"Private Business"		" "		"California"		" "																							"Louis Kashmere"	"Owner"	"07-SEP-16 10.28.22.058000 AM"	"2082-Malt Beverages"			8/14/2017 12:48:37
464092.00	"Industrial"	"9 33NEC001364"	9/29/2015 0:00:00	10/26/2015 0:00:00		"Active"	10/26/2015 0:00:00	9.00	33.00	"relentless brewing company"	2528.00	"SqFt"	"42030"	"Temecula"	"California"	92590.00	"Riverside"	"JAMES HESS"		"310-701-2654"		"jhessrep@gmail.com"	"relentless brewing company"	"42030"	"Temecula"	"California"	92590.00	"JAMES HESS"		"310-701-2654"		"jhessrep@gmail.com"	"Private Business"		" "		"California"		" "																							"JAMES HESS"	"OWNER"	"27-SEP-16 11.59.30.884000 AM"	"9999-Nonclassifiable Establishments"			8/14/2017 12:48:38
461271.00	"Industrial"	"9 33NEC001435"	10/28/2015 0:00:00	11/2/2015 0:00:00		"Active"	11/2/2015 0:00:00	9.00	33.00	"RobinsonPrinting"	55404.00	"SqFt"	" 42685 Rio Nedo"	"Temecula"	"California"	92590.00	"Riverside"	"Donna Beecham"	"General Manager"	"951-296-0300"	"212"	"donna@robinsonprinting.com"	"RobinsonPrinting"	" 42685 Rio Nedo"	"Temecula"	"California"	92590.00	"Donna Beecham"	"General Manager"	"951-296-0300"	"212"	"donna@robinsonprinting.com"	"Private Business"		" "		"California"		" "			"951-453-3104"																		"Y"	"Murrieta Creek"	"Donna Beecham"	"General Manager"	"13-SEP-16 06.30.01.588000 PM"	"2752-Commercial Printing, Lithographic"			8/14/2017 12:48:38
461591.00	"Industrial"	"9 33NEC001441"	10/28/2015 0:00:00	11/3/2015 0:00:00		"Active"	11/3/2015 0:00:00	9.00	33.00	"MW TRADING LLC"	15000.00	"SqFt"	" 26342 MADISON AVE"	"Murrieta"	"California"	92562.00	"Riverside"	"Elven Moshi"		"951-696-2300"		"mwtradingllc@yahoo.com"	"MW Trading LLC"	" 26342 Madison Avenue"	"Murrieta"	"California"	92562.00	"Elven Moshi"		"951-696-2300"		"mwtradingllc@yahoo.com"	"Private Business"		" "		"California"		" "																					"N"	"Rancho Californa Water District"	"Elven Moshi"	"Owner"	"22-SEP-16 04.40.42.763000 PM"	"5093-Scrap and Waste Materials"			8/14/2017 12:48:37
467101.00	"Industrial"	"9 33NEC001649"	12/5/2015 0:00:00	12/8/2015 0:00:00		"Active"	12/8/2015 0:00:00	9.00	33.00	"Cougar Vineyard and Winery"	30.00	"Acres"	" 39870 De Portola Rd"	"Temecula"	"California"	92592.00	"Riverside"	"Rick Buffington"		"951-491-0825"		"rb@cougarvineyards.com"	"Cougar Vineyard and Winery"	" 39870 De Portola Rd"	"Temecula"	"California"	92592.00	"Rick Buffington"		"951-491-0825"		"rb@cougarvineyards.com"	"Private Business"		" "		"California"		" "																							"Rick Buffington"	"President"	"10-AUG-17 04.46.02.026000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
467093.00	"Industrial"	"9 33NEC001671"	12/4/2015 0:00:00	12/10/2015 0:00:00		"Active"	12/10/2015 0:00:00	9.00	33.00	"Danza del Sol Winery"	25.00	"Acres"	" 39050 De Portola Road"	"Temecula"	"California"	92592.00	"Riverside"	"Arturo Villarreal"		"951-302-6363"		"art@danzadelsolwinery.com"	"Danza del Sol Winery"	" 39050 De Portola Road"	"Temecula"	"California"	92592.00	"Arturo Villarreal"		"951-302-6363"		"art@danzadelsolwinery.com"	"Private Business"		" "		"California"		" "																							"Arturo Villarreal"	"Winemaker"	"19-SEP-16 02.08.38.739000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
466950.00	"Industrial"	"9 33NEC001712"	12/14/2015 0:00:00	12/18/2015 0:00:00		"Active"	12/18/2015 0:00:00	9.00	33.00	"Chapin Family Vineyards"	10.40	"Acres"	" 36084 Summitville St"	"Temecula"	"California"	92592.00	"Riverside"	"Steve Chapin"		"951-506-2935"		"steve@chapinfamilyvineyards.com"	"Chapin Family Vineyards"	" 36084 Summitville St"	"Temecula"	"California"	92592.00	"Steve Chapin"		"951-506-2935"		"steve@chapinfamilyvineyards.com"	"Private Business"		" "		"California"		" "																							"Steve Chapin"	"Owner President"	"21-SEP-16 03.47.10.667000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
468670.00	"Industrial"	"9 33NEC001803"	1/19/2016 0:00:00	1/31/2016 0:00:00	10/1/2016 0:00:00	"Terminated"	1/17/2017 0:00:00	9.00	33.00	"Lorimar Winery"	22.00	"Acres"	" 39990 Anza Road"	"Temecula"	"California"	92592.00	"Riverside"	"Chrystal Stroud"	"Office & Merchandising Manager"	"951-694-6699"	"107"	"Chrystal@lorimarwinery.com"	"Lorimar Winery"	" 39990 Anza Road"	"Temecula"	"California"	92592.00	"Chrystal Stroud"	"Office & Merchandising Manager"	"951-694-6699"	"107"	"Chrystal@lorimarwinery.com"	"Private Business"		" "		"California"		" "																							"Mark Manfield"	"Owner"	"19-JAN-16 12.09.04.817000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
460983.00	"Industrial"	"9 33NEC001947"	3/24/2016 0:00:00	3/29/2016 0:00:00		"Active"	3/29/2016 0:00:00	9.00	33.00	"Maurice Carrie Winery"	72.33	"Acres"	" 34225 Rancho California Rd"	"Temecula"	"California"	92591.00	"Riverside"	"Gary VanRoekel"	"General Manager"	"951-676-1711"	"114"	"gary@mauricecarriewinery.com"	"Maurice Carrie Winery"	" 34225 Rancho California Rd"	"Temecula"	"California"	92591.00	"Gary VanRoekel"	"general manager"	"951-676-1711"	"114"	"gary@mauricecarriewinery.com"	"Private Business"		" "		"California"		" "																					"N"	"Evaporation ponds on our property"	"Gary VanRoekel"	"General Manager"	"05-SEP-16 11.05.11.073000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
467031.00	"Industrial"	"9 33NEC002268"	2/22/2016 0:00:00	7/18/2016 0:00:00		"Active"	7/18/2016 0:00:00	9.00	33.00	"Doffo Wines LLC"	15.00	"Acres"	" 36083 Summitville St"	"Temecula"	"California"	92592.00	"Riverside"	"Damain Doffo"	"Winemaker"	"951-676-6989"		"damian@doffowines.com"	"Doffo Wines LLC"	" 36083 Summitville St"	"Temecula"	"California"	92592.00	"Damain Doffo"	"Winemaker"	"951-676-6989"		"damian@doffowines.com"	"Private Business"		" "		"California"		" "			"951-676-6989"																				"Damain Doffo"	"Winemaker"	"22-FEB-16 01.19.49.251000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
475452.00	"Industrial"	"9 33NEC002275"	7/14/2016 0:00:00	7/19/2016 0:00:00		"Active"	7/19/2016 0:00:00	9.00	33.00	"Smith Family Soapworks"	3750.00	"SqFt"	" 38340 H Innovation Court"	"Murrieta"	"California"	92563.00	"Riverside"	"Katherine Smith"	"President"	"9512525700"		"sales@smithfamilysoap.com"	"Smith Family Soapworks"	" 38340 H Innovation Court"	"Murrieta"	"California"	92563.00	"Katherine Smith"	"President"	"951-696-1114"		"sales@smithfamilysoap.com"	"Private Business"		" "		"California"		" "			"9512525700"																				"Katherine Smith"	"President"	"14-JUL-16 03.51.58.230000 PM"	"2841-Soaps and Other Detergents, Except Speciality Cleaners"			8/14/2017 12:48:38
475994.00	"Industrial"	"9 33NEC002335"	8/1/2016 0:00:00	8/1/2016 0:00:00		"Active"	8/1/2016 0:00:00	9.00	33.00	"Russ Wernimont Designs"	5.00	"Acres"	" 37100 Applegate Rd"	"Murrieta"	"California"	92563.00	"Riverside"	"Steve Strutz"		"951-698-9495"		"sales@russwernimont.com"	"Russ Wernimont Designs"	" 37100 Applegate Rd"	"Murrieta"	"California"	92563.00	"Steve Strutz"		"951-698-9495"		"sales@russwernimont.com"	"Private Business"		" "		"California"		" "																					"N"	"Tucalopa Creek"	"Steve Strutz"	"Manager"	"01-AUG-16 11.53.41.324000 AM"	"3444-Sheet Metal Work"			8/14/2017 12:48:38
478273.00	"Industrial"	"9 33NEC002524"	9/20/2016 0:00:00	9/21/2016 0:00:00		"Active"	9/21/2016 0:00:00	9.00	33.00	"Hart Winery"	4000.00	"SqFt"	" 41300 Avenida Biona"	"Temecula"	"California"	92591.00	"Riverside"	"Christine Hart"		"951-676-6300"		"wine@vinhart.com"	"Hart Winery"	" 41300 Avenida Biona"	"Temecula"	"California"	92591.00	"Christine Hart"		"951-676-6300"		"wine@vinhart.com"	"Private Business"		" "		"California"		" "																							"Christine Hart"	"Business Manager"	"20-SEP-16 12.49.51.364000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
478343.00	"Industrial"	"9 33NEC002597"	10/3/2016 0:00:00	10/7/2016 0:00:00		"Active"	10/7/2016 0:00:00	9.00	33.00	"Fazeli Vineyards LLC"	10.74	"Acres"	" 37320 DePortola Rd"	"Temecula"	"California"	92592.00	"Riverside"	"Bizhan Fazeli"	"Managing Member"	"951-303-3366"		"bj@fazelicellars.com"	"Fazeli Vineyards LLC"	" 37320 DePortola Rd"	"Temecula"	"California"	92592.00	"Bizhan Fazeli"	"Managing Member"	"951-303-3366"		"bj@fazelicellars.com"	"Private Business"		" "		"California"		" "			"949-632-3501"																		"N"		"Bizhan Fazeli"	"Managing Member"	"03-OCT-16 10.36.30.246000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
479177.00	"Industrial"	"9 33NEC002662"	10/11/2016 0:00:00	10/26/2016 0:00:00		"Active"	10/26/2016 0:00:00	9.00	33.00	"Wilson Creek Winery and Vineyards Inc"	2400.00	"SqFt"	" 35960 Rancho California "	"Temecula"	"California"	92591.00	"Riverside"	"Greg Pennyroyal"		"951-699-9463"		"greg@wilsoncreekwinery.com"	"Wilson Creek Winery and Vineyards Inc"	" 35960 Rancho California "	"Temecula"	"California"	92591.00	"Greg Pennyroyal"		"951-699-9463"		"greg@wilsoncreekwinery.com"	"Private Business"		" "		"California"		" "																							"Greg Pennyroyal"	"Vineyard Manager"	"11-OCT-16 04.20.05.711000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
480066.00	"Industrial"	"9 33NEC002707"	11/7/2016 0:00:00	11/14/2016 0:00:00		"Active"	11/14/2016 0:00:00	9.00	33.00	"Schober Transport Inc"	0.82	"Acres"	" 46750 Rainbow Canyon Rd"	"Temecula"	"California"	92592.00	"Riverside"	"Benjamin Schober"		"951-506-9449"		"Ben@ks-trans.com"	"Schober Transport Inc"	" 46750 Rainbow Canyon Rd"	"Temecula"	"California"	92592.00	"Benjamin Schober"		"951-506-9449"		"Ben@ks-trans.com"	"Private Business"		" "		"California"		" "																							"Benjamin Schober"	"Office Manager"	"07-NOV-16 10.43.38.453000 AM"	"4213-Trucking, Except Local"			8/14/2017 12:48:38
480502.00	"Industrial"	"9 33NEC002709"	11/7/2016 0:00:00	11/14/2016 0:00:00		"Active"	11/14/2016 0:00:00	9.00	33.00	"Vitagliano Vineyards & Winery"	10.00	"Acres"	" 36101 Glen Oaks Rd"	"Temecula"	"California"	92591.00	"Riverside"	"Frank  Aglio "	"Mr "	"949-584-1178"		"frankaglio@yahoo.com "	"Aglio Family"										"Private Individual"		" "		"California"		" "			"888-679-7774"																		"N"	"Rain "	"Frank  Aglio"	"Mr"	"07-NOV-16 01.37.54.898000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
